metric,level,mean,std,count,min,max,question_id,concept_score_raw_mean,concept_score_raw_std,concept_score_raw_count,coherence_raw_mean,coherence_raw_std,coherence_raw_count,relevance_raw_mean,relevance_raw_std,relevance_raw_count,model,concept,coef,layer,steering_type,steering_direction,n_per_question,total_samples
concept_score_raw,overall,87.50308994492633,14.088794692682413,100.0,10.530911208400886,99.95285225638038,,,,,,,,,,,,,,,,,,
coherence_raw,overall,93.25435383509299,3.0496777056462343,100.0,85.88722890272454,99.98246964725787,,,,,,,,,,,,,,,,,,
relevance_raw,overall,99.99993795061177,0.0002605458634834942,100.0,99.99781808401566,99.99999999860233,,,,,,,,,,,,,,,,,,
,,,,,,,economic_0,93.93799237134193,0.0,1.0,94.50833158164512,0.0,1.0,99.99999464814499,0.0,1.0,,,,,,,,
,,,,,,,economic_1,92.20031983560783,0.0,1.0,94.91517321117678,0.0,1.0,99.9999930775483,0.0,1.0,,,,,,,,
,,,,,,,economic_2,90.30678571568616,0.0,1.0,98.58007200295282,0.0,1.0,99.99999998883332,0.0,1.0,,,,,,,,
,,,,,,,economic_3,93.93025574452417,0.0,1.0,94.81207089019205,0.0,1.0,99.99999713213238,0.0,1.0,,,,,,,,
,,,,,,,economic_4,91.07440413408187,0.0,1.0,97.55298585058367,0.0,1.0,99.99999999511463,0.0,1.0,,,,,,,,
,,,,,,,economic_5,89.87722152128993,0.0,1.0,89.35086636580218,0.0,1.0,99.99999439186601,0.0,1.0,,,,,,,,
,,,,,,,economic_6,92.07062522303961,0.0,1.0,93.36902199999737,0.0,1.0,99.99999462579741,0.0,1.0,,,,,,,,
,,,,,,,economic_7,86.7342830006559,0.0,1.0,89.7829741316256,0.0,1.0,99.99997598819536,0.0,1.0,,,,,,,,
,,,,,,,economic_8,97.92069442682089,0.0,1.0,89.85820193769972,0.0,1.0,99.9999344247887,0.0,1.0,,,,,,,,
,,,,,,,economic_9,88.15623556717861,0.0,1.0,89.73552088464703,0.0,1.0,99.99999580294555,0.0,1.0,,,,,,,,
,,,,,,,economic_10,95.5845882181729,0.0,1.0,99.3030223256799,0.0,1.0,99.99999998868094,0.0,1.0,,,,,,,,
,,,,,,,economic_11,88.78747534254117,0.0,1.0,97.52938156698109,0.0,1.0,99.9999999220818,0.0,1.0,,,,,,,,
,,,,,,,economic_12,87.54709518523677,0.0,1.0,94.67469621309289,0.0,1.0,99.99998532952024,0.0,1.0,,,,,,,,
,,,,,,,economic_13,93.3634527207335,0.0,1.0,94.78739170515705,0.0,1.0,99.9999991704585,0.0,1.0,,,,,,,,
,,,,,,,economic_14,64.58327145566523,0.0,1.0,95.22234077308163,0.0,1.0,99.99999614967707,0.0,1.0,,,,,,,,
,,,,,,,economic_15,91.31576736192275,0.0,1.0,95.8288629476518,0.0,1.0,99.99999461122931,0.0,1.0,,,,,,,,
,,,,,,,economic_16,89.93500688000272,0.0,1.0,94.85136809252049,0.0,1.0,99.99998534967456,0.0,1.0,,,,,,,,
,,,,,,,economic_17,83.87942706346101,0.0,1.0,95.25093136351349,0.0,1.0,99.99999110696709,0.0,1.0,,,,,,,,
,,,,,,,economic_18,92.47542539849938,0.0,1.0,94.08114196840923,0.0,1.0,99.99999630459865,0.0,1.0,,,,,,,,
,,,,,,,economic_19,94.0868694492233,0.0,1.0,96.53704029418084,0.0,1.0,99.9999995089008,0.0,1.0,,,,,,,,
,,,,,,,economic_20,19.499930216022324,0.0,1.0,94.51804027724904,0.0,1.0,99.99999985711338,0.0,1.0,,,,,,,,
,,,,,,,economic_21,90.32158926116895,0.0,1.0,94.2435974927761,0.0,1.0,99.99999378772954,0.0,1.0,,,,,,,,
,,,,,,,economic_22,87.09230344308025,0.0,1.0,91.55893219252657,0.0,1.0,99.99999308742792,0.0,1.0,,,,,,,,
,,,,,,,economic_23,93.65832477304895,0.0,1.0,95.19876140297978,0.0,1.0,99.99999968152773,0.0,1.0,,,,,,,,
,,,,,,,economic_24,93.21164669790576,0.0,1.0,88.52849085120258,0.0,1.0,99.9999945235691,0.0,1.0,,,,,,,,
,,,,,,,economic_25,98.41586916477016,0.0,1.0,92.46321268711661,0.0,1.0,99.99999301868111,0.0,1.0,,,,,,,,
,,,,,,,economic_26,93.55100493954582,0.0,1.0,94.99889841521312,0.0,1.0,99.99999105733758,0.0,1.0,,,,,,,,
,,,,,,,economic_27,90.55699145075432,0.0,1.0,95.11926090726394,0.0,1.0,99.99999997759271,0.0,1.0,,,,,,,,
,,,,,,,economic_28,94.04490142725471,0.0,1.0,93.37753637779728,0.0,1.0,99.99998058565907,0.0,1.0,,,,,,,,
,,,,,,,economic_29,82.38316885010379,0.0,1.0,91.68081862774152,0.0,1.0,99.99999112418243,0.0,1.0,,,,,,,,
,,,,,,,economic_30,85.42230192476876,0.0,1.0,93.37844318957676,0.0,1.0,99.99997844988484,0.0,1.0,,,,,,,,
,,,,,,,economic_31,83.62783096671812,0.0,1.0,88.97490131885974,0.0,1.0,99.9999952620397,0.0,1.0,,,,,,,,
,,,,,,,economic_32,90.15850167886647,0.0,1.0,94.9432992765495,0.0,1.0,99.9999160140562,0.0,1.0,,,,,,,,
,,,,,,,economic_33,90.91905793308554,0.0,1.0,96.57255173512016,0.0,1.0,99.99999996749241,0.0,1.0,,,,,,,,
,,,,,,,economic_34,87.13871713358782,0.0,1.0,92.49018511436826,0.0,1.0,99.99989091287694,0.0,1.0,,,,,,,,
,,,,,,,economic_35,89.91133194157565,0.0,1.0,93.64013873817535,0.0,1.0,99.99999915755956,0.0,1.0,,,,,,,,
,,,,,,,economic_36,90.50814582712853,0.0,1.0,93.34801060231531,0.0,1.0,99.99998538801162,0.0,1.0,,,,,,,,
,,,,,,,economic_37,85.4834522290373,0.0,1.0,94.97646385160235,0.0,1.0,99.99998822307613,0.0,1.0,,,,,,,,
,,,,,,,economic_38,90.29923499436893,0.0,1.0,95.35214458077533,0.0,1.0,99.99999994977043,0.0,1.0,,,,,,,,
,,,,,,,economic_39,92.49874658081127,0.0,1.0,94.96802058174343,0.0,1.0,99.99999978671082,0.0,1.0,,,,,,,,
,,,,,,,economic_40,76.6643535251566,0.0,1.0,90.62809340939239,0.0,1.0,99.9999991531667,0.0,1.0,,,,,,,,
,,,,,,,economic_41,85.99194353315717,0.0,1.0,92.4315401626919,0.0,1.0,99.99996044544373,0.0,1.0,,,,,,,,
,,,,,,,economic_42,87.19860627802626,0.0,1.0,92.43939314247388,0.0,1.0,99.99999964487854,0.0,1.0,,,,,,,,
,,,,,,,economic_43,94.21462719181613,0.0,1.0,90.68223010125371,0.0,1.0,99.99999996676279,0.0,1.0,,,,,,,,
,,,,,,,economic_44,99.41518658607296,0.0,1.0,89.55903381966178,0.0,1.0,99.99999393767808,0.0,1.0,,,,,,,,
,,,,,,,economic_45,10.530911208400886,0.0,1.0,94.25539861497576,0.0,1.0,99.99999975676921,0.0,1.0,,,,,,,,
,,,,,,,economic_46,89.10314030944896,0.0,1.0,91.83574238992699,0.0,1.0,99.9999158783451,0.0,1.0,,,,,,,,
,,,,,,,economic_47,89.41511941022074,0.0,1.0,91.20782995278833,0.0,1.0,99.99989177167011,0.0,1.0,,,,,,,,
