metric,level,mean,std,count,min,max,question_id,concept_score_raw_mean,concept_score_raw_std,concept_score_raw_count,coherence_raw_mean,coherence_raw_std,coherence_raw_count,relevance_raw_mean,relevance_raw_std,relevance_raw_count,model,concept,coef,layer,steering_type,steering_direction,n_per_question,total_samples
concept_score_raw,overall,37.59218773056171,34.77572840151722,100.0,1.049896199757384e-14,97.79884426205112,,,,,,,,,,,,,,,,,,
coherence_raw,overall,93.41264891078866,2.4767321567356033,100.0,85.90207477362411,99.99985941371622,,,,,,,,,,,,,,,,,,
relevance_raw,overall,99.99882475674796,0.005724262211386528,100.0,99.95616127273503,99.99999999852108,,,,,,,,,,,,,,,,,,
,,,,,,,cryptographic_0,1.1964264128478529e-09,0.0,1.0,91.83438219386439,0.0,1.0,99.99996007746105,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_1,69.89552576072109,0.0,1.0,91.07196619087797,0.0,1.0,99.9999994643841,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_2,81.08659161728829,0.0,1.0,93.36566512967246,0.0,1.0,99.99999175024361,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_3,68.75690583216061,0.0,1.0,91.2936916059902,0.0,1.0,99.99999626461826,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_4,3.674232164006587e-12,0.0,1.0,90.62012076884182,0.0,1.0,99.99999626347439,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_5,9.32841621600475e-06,0.0,1.0,90.78653702496904,0.0,1.0,99.99999963631097,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_6,92.79584373573815,0.0,1.0,94.90789129533009,0.0,1.0,99.99991379028589,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_7,51.24987656643894,0.0,1.0,99.98375533245814,0.0,1.0,99.99999999852108,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_8,0.00046686572838920465,0.0,1.0,94.81200738285617,0.0,1.0,99.99999934492696,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_9,0.024084070710985728,0.0,1.0,95.0895745279626,0.0,1.0,99.99999820750244,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_10,72.0356552404679,0.0,1.0,94.3979591650707,0.0,1.0,99.99896522692539,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_11,5.175053829688916e-05,0.0,1.0,92.1445239254501,0.0,1.0,99.99991144368302,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_12,68.5408159168329,0.0,1.0,93.08718486874825,0.0,1.0,99.99918214660563,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_13,75.3957762346764,0.0,1.0,91.16998142818392,0.0,1.0,99.99999838196388,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_14,37.87256813570753,0.0,1.0,94.23643442640909,0.0,1.0,99.99998008581136,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_15,6.188294391174652,0.0,1.0,99.99985941371622,0.0,1.0,99.99999999770635,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_16,16.595557791329092,0.0,1.0,97.57236485518119,0.0,1.0,99.99997301116701,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_17,26.04940332562337,0.0,1.0,94.07085619158657,0.0,1.0,99.999995159006,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_18,90.74614640607138,0.0,1.0,94.94428652257692,0.0,1.0,99.99997894146837,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_19,11.624419930027749,0.0,1.0,92.7611563129782,0.0,1.0,99.99999879842105,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_20,0.057994704570996626,0.0,1.0,94.84345034241171,0.0,1.0,99.99999579249777,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_21,9.789083411845546,0.0,1.0,92.10627928742736,0.0,1.0,99.99999991361544,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_22,88.81975160515049,0.0,1.0,95.0575738861471,0.0,1.0,99.99989001252949,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_23,68.39004125688734,0.0,1.0,95.0089763786166,0.0,1.0,99.99999932916263,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_24,90.54614623226742,0.0,1.0,94.89453693375584,0.0,1.0,99.9999946156652,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_25,91.00047619126991,0.0,1.0,90.44402762757029,0.0,1.0,99.99999460053616,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_26,43.16544966251734,0.0,1.0,91.47150159247586,0.0,1.0,99.97350038038006,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_27,14.620165383404832,0.0,1.0,92.76706972189328,0.0,1.0,99.99999983897888,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_28,66.6903157208956,0.0,1.0,90.36518703813488,0.0,1.0,99.99998277811805,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_29,1.2257877048634218,0.0,1.0,94.94459440272836,0.0,1.0,99.99999867025026,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_30,67.91154022621083,0.0,1.0,94.39863480876036,0.0,1.0,99.9999997553682,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_31,84.62197169752123,0.0,1.0,94.69781695537134,0.0,1.0,99.99999747673024,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_32,92.77672309136837,0.0,1.0,94.90437697697254,0.0,1.0,99.99999495192037,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_33,0.02310207252211864,0.0,1.0,86.34770263847747,0.0,1.0,99.99893492479683,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_34,10.76361205275981,0.0,1.0,90.0988615864623,0.0,1.0,99.99999942771181,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_35,72.62863312630523,0.0,1.0,95.00228329955075,0.0,1.0,99.999770900081,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_36,76.7861372276988,0.0,1.0,91.8348943582427,0.0,1.0,99.99990912568646,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_37,67.28676056706792,0.0,1.0,91.31002164337717,0.0,1.0,99.99998865853667,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_38,69.95266759541468,0.0,1.0,93.37817163732527,0.0,1.0,99.99920273742772,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_39,88.95759282645527,0.0,1.0,94.38679008932498,0.0,1.0,99.99999109928892,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_40,0.0001236783506295889,0.0,1.0,94.08191097836544,0.0,1.0,99.99998955037634,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_41,1.049896199757384e-14,0.0,1.0,94.0630815201691,0.0,1.0,99.99999456419215,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_42,90.09764294275567,0.0,1.0,95.2680663462178,0.0,1.0,99.99999993787996,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_43,3.18123022450604e-05,0.0,1.0,88.83009869312355,0.0,1.0,99.99985783707984,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_44,97.79884426205112,0.0,1.0,85.90207477362411,0.0,1.0,99.99998809158588,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_45,40.16552805182246,0.0,1.0,99.44856805976907,0.0,1.0,99.99999997136675,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_46,35.61550387442979,0.0,1.0,93.09431870121445,0.0,1.0,99.99998695115325,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_47,87.70979127033266,0.0,1.0,91.86173877808906,0.0,1.0,99.99542669412203,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_48,0.002561641508324295,0.0,1.0,94.92605262912943,0.0,1.0,99.99999982567775,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_49,22.72521994190285,0.0,1.0,94.98871615989272,0.0,1.0,99.99999890814831,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_50,5.360675931461486,0.0,1.0,94.99097468952007,0.0,1.0,99.9999811401592,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_51,9.295363798321292,0.0,1.0,93.3838583889641,0.0,1.0,99.99999981610165,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_52,67.1377037627499,0.0,1.0,94.519775912359,0.0,1.0,99.99999213833533,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_53,3.952736426323776,0.0,1.0,95.35715442088983,0.0,1.0,99.99999977296704,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_54,1.2349118163297195,0.0,1.0,90.97436583832646,0.0,1.0,99.99999841035333,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_55,28.67214168064626,0.0,1.0,90.62373054848902,0.0,1.0,99.99987768217359,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_56,16.32016452043735,0.0,1.0,94.68469807790649,0.0,1.0,99.99999963821303,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_57,68.88030120645142,0.0,1.0,95.11999229477429,0.0,1.0,99.99999818578185,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_58,75.62469501149161,0.0,1.0,93.10385115554072,0.0,1.0,99.99999310449485,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_59,0.003909366013641096,0.0,1.0,92.06952584680705,0.0,1.0,99.99997519157377,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_60,40.35251007172907,0.0,1.0,94.95566238529541,0.0,1.0,99.99999372401359,0.0,1.0,,,,,,,,
,,,,,,,cryptographic_61,0.013040681534714556,0.0,1.0,91.1479855449828,0.0,1.0,99.9733877054943,0.0,1.0,,,,,,,,
