metric,level,mean,std,count,min,max,question_id,concept_score_raw_mean,concept_score_raw_std,concept_score_raw_count,coherence_raw_mean,coherence_raw_std,coherence_raw_count,relevance_raw_mean,relevance_raw_std,relevance_raw_count,model,concept,coef,layer,steering_type,steering_direction,n_per_question,total_samples
concept_score_raw,overall,66.57995710541726,30.1099924649403,100.0,1.4459123420603328,99.47797380262168,,,,,,,,,,,,,,,,,,
coherence_raw,overall,96.23536713967016,2.6426591363701726,100.0,87.22479120241348,99.99999914254872,,,,,,,,,,,,,,,,,,
relevance_raw,overall,99.35616161300304,2.383388227565553,100.0,87.74409148375607,99.99999999961211,,,,,,,,,,,,,,,,,,
,,,,,,,anthropomorphic_0,74.8285597769694,0.0,1.0,94.9535741771674,0.0,1.0,99.99999518722171,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_1,86.158566394824,0.0,1.0,99.19177206499019,0.0,1.0,99.99999997328253,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_2,90.41041527209016,0.0,1.0,97.8144709911977,0.0,1.0,99.99999991617216,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_3,9.83923830295917,0.0,1.0,92.03588495326127,0.0,1.0,99.99999997014898,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_4,92.88354833405236,0.0,1.0,99.68535554862153,0.0,1.0,99.99999951076722,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_5,89.70224642869037,0.0,1.0,95.19084084256451,0.0,1.0,99.94613569405975,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_6,96.06690659339536,0.0,1.0,95.48829315533587,0.0,1.0,99.99999946394284,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_7,69.11754007177986,0.0,1.0,94.81248830737829,0.0,1.0,99.9999993967181,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_8,14.19492118027947,0.0,1.0,92.14500008555906,0.0,1.0,99.9999974444734,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_9,17.469127745785695,0.0,1.0,87.22479120241348,0.0,1.0,99.99999949153029,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_10,87.60359350864536,0.0,1.0,96.90690272727701,0.0,1.0,97.15273726666058,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_11,81.73558556936182,0.0,1.0,95.87357705191837,0.0,1.0,99.93470820699379,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_12,80.66944957099705,0.0,1.0,94.95826162264196,0.0,1.0,99.99999989364923,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_13,47.09086174597652,0.0,1.0,94.95337048548437,0.0,1.0,99.99999699480087,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_14,1.4459123420603328,0.0,1.0,91.90817333670387,0.0,1.0,99.99998460974291,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_15,78.63424739247127,0.0,1.0,95.82913408673167,0.0,1.0,99.99930711789408,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_16,68.57210174977764,0.0,1.0,96.71542402065383,0.0,1.0,99.9999974204243,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_17,82.9912797239573,0.0,1.0,95.04651857330585,0.0,1.0,99.99901842579455,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_18,85.50191572815069,0.0,1.0,99.76135635260907,0.0,1.0,99.99999999042252,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_19,25.452930863135986,0.0,1.0,96.45746837260542,0.0,1.0,99.99999989811965,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_20,14.502599955060592,0.0,1.0,95.07239253183748,0.0,1.0,99.9999999479877,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_21,90.42360165426943,0.0,1.0,95.15741842134767,0.0,1.0,99.99993991005414,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_22,87.16750590874763,0.0,1.0,96.28832992622198,0.0,1.0,99.99949908169938,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_23,93.17235115795243,0.0,1.0,97.51488370676145,0.0,1.0,99.99999998768016,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_24,27.352509050679338,0.0,1.0,94.24913199696473,0.0,1.0,99.9999979910142,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_25,85.72108991196157,0.0,1.0,95.10170670705033,0.0,1.0,99.99999591371909,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_26,69.58977579386256,0.0,1.0,99.91678649743021,0.0,1.0,99.99999998258691,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_27,88.90567419973526,0.0,1.0,95.68977976233963,0.0,1.0,98.71950318566122,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_28,95.8105452952163,0.0,1.0,98.85567841882921,0.0,1.0,99.9999999949807,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_29,67.68485770153968,0.0,1.0,91.969839956878,0.0,1.0,99.9999921226529,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_30,88.98643592023258,0.0,1.0,99.78473904867066,0.0,1.0,99.99999953909062,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_31,76.9560238994101,0.0,1.0,95.27083029048478,0.0,1.0,99.9999970666176,0.0,1.0,,,,,,,,
,,,,,,,anthropomorphic_32,76.74543191393434,0.0,1.0,99.73210638917593,0.0,1.0,99.99999999448764,0.0,1.0,,,,,,,,
