metric,level,mean,std,count,min,max,question_id,concept_score_raw_mean,concept_score_raw_std,concept_score_raw_count,coherence_raw_mean,coherence_raw_std,coherence_raw_count,relevance_raw_mean,relevance_raw_std,relevance_raw_count,model,concept,coef,layer,steering_type,steering_direction,n_per_question,total_samples
concept_score_raw,overall,67.22754176564347,25.13481655616944,100.0,10.731168748402876,95.4307021963879,,,,,,,,,,,,,,,,,,
coherence_raw,overall,95.05821362874505,3.009176054446966,100.0,84.9612327927324,99.99992910855305,,,,,,,,,,,,,,,,,,
relevance_raw,overall,99.99937207159401,0.0035779871533748306,100.0,99.96515004229605,99.99999999877465,,,,,,,,,,,,,,,,,,
,,,,,,,moralizing_0,91.14024142722484,0.0,1.0,94.68101251309473,0.0,1.0,99.99991533055692,0.0,1.0,,,,,,,,
,,,,,,,moralizing_1,78.51574392842896,0.0,1.0,94.99393520075165,0.0,1.0,99.99997485807255,0.0,1.0,,,,,,,,
,,,,,,,moralizing_2,87.39884389382392,0.0,1.0,89.4594892061487,0.0,1.0,99.9940731029421,0.0,1.0,,,,,,,,
,,,,,,,moralizing_3,49.57991871189929,0.0,1.0,90.17860962908885,0.0,1.0,99.9999340850184,0.0,1.0,,,,,,,,
,,,,,,,moralizing_4,62.747433457438916,0.0,1.0,94.96878580041539,0.0,1.0,99.99999207279382,0.0,1.0,,,,,,,,
,,,,,,,moralizing_5,77.86654915892318,0.0,1.0,95.04265949253553,0.0,1.0,99.99999989136063,0.0,1.0,,,,,,,,
,,,,,,,moralizing_6,32.227338485576624,0.0,1.0,97.13511558636883,0.0,1.0,99.99999998955775,0.0,1.0,,,,,,,,
,,,,,,,moralizing_7,38.605666016364935,0.0,1.0,95.01290193171208,0.0,1.0,99.99970615102254,0.0,1.0,,,,,,,,
,,,,,,,moralizing_8,87.80286609015361,0.0,1.0,99.17831209481878,0.0,1.0,99.99999994936262,0.0,1.0,,,,,,,,
,,,,,,,moralizing_9,76.09066784998416,0.0,1.0,94.8122385503052,0.0,1.0,99.99999998029345,0.0,1.0,,,,,,,,
,,,,,,,moralizing_10,95.4307021963879,0.0,1.0,95.02506614457859,0.0,1.0,99.999997728578,0.0,1.0,,,,,,,,
,,,,,,,moralizing_11,71.88735343661948,0.0,1.0,94.84590984645091,0.0,1.0,99.99999439766415,0.0,1.0,,,,,,,,
,,,,,,,moralizing_12,50.40600908455569,0.0,1.0,95.40587971899565,0.0,1.0,99.99999999302452,0.0,1.0,,,,,,,,
,,,,,,,moralizing_13,74.90187662144407,0.0,1.0,95.0575938364092,0.0,1.0,99.99995977002408,0.0,1.0,,,,,,,,
,,,,,,,moralizing_14,88.72186008821748,0.0,1.0,99.93936691525828,0.0,1.0,99.99999998077703,0.0,1.0,,,,,,,,
,,,,,,,moralizing_15,80.9956189480982,0.0,1.0,93.35988618914728,0.0,1.0,99.99995496040319,0.0,1.0,,,,,,,,
,,,,,,,moralizing_16,84.99203701542812,0.0,1.0,97.56296855436089,0.0,1.0,99.9999999522163,0.0,1.0,,,,,,,,
,,,,,,,moralizing_17,87.06757489415772,0.0,1.0,94.97940580584216,0.0,1.0,99.99999984295494,0.0,1.0,,,,,,,,
,,,,,,,moralizing_18,82.73153475909612,0.0,1.0,99.20854503214211,0.0,1.0,99.9999999450633,0.0,1.0,,,,,,,,
,,,,,,,moralizing_19,75.255350408851,0.0,1.0,94.81613636228276,0.0,1.0,99.9999006112669,0.0,1.0,,,,,,,,
,,,,,,,moralizing_20,58.242482509227834,0.0,1.0,94.96508431861929,0.0,1.0,99.99995460988266,0.0,1.0,,,,,,,,
,,,,,,,moralizing_21,70.61662506384447,0.0,1.0,91.41297317803583,0.0,1.0,99.99999619549838,0.0,1.0,,,,,,,,
,,,,,,,moralizing_22,78.59536072531012,0.0,1.0,91.76309655228776,0.0,1.0,99.99998329281142,0.0,1.0,,,,,,,,
,,,,,,,moralizing_23,25.00715842036256,0.0,1.0,94.6371000666517,0.0,1.0,99.99999451759302,0.0,1.0,,,,,,,,
,,,,,,,moralizing_24,66.88264089319544,0.0,1.0,99.95452973761057,0.0,1.0,99.9999999849228,0.0,1.0,,,,,,,,
,,,,,,,moralizing_25,80.42946996542231,0.0,1.0,95.00811628076904,0.0,1.0,99.99999986415385,0.0,1.0,,,,,,,,
,,,,,,,moralizing_26,93.69194355865814,0.0,1.0,99.92709255835594,0.0,1.0,99.99999999704823,0.0,1.0,,,,,,,,
,,,,,,,moralizing_27,15.37657236188934,0.0,1.0,94.39450739639484,0.0,1.0,99.9999951940538,0.0,1.0,,,,,,,,
,,,,,,,moralizing_28,17.598583150387416,0.0,1.0,94.94411680467249,0.0,1.0,99.99995953858367,0.0,1.0,,,,,,,,
,,,,,,,moralizing_29,74.17041955178475,0.0,1.0,93.63510825214419,0.0,1.0,99.99994191389237,0.0,1.0,,,,,,,,
,,,,,,,moralizing_30,24.363543588495695,0.0,1.0,94.88778266843671,0.0,1.0,99.99995910209023,0.0,1.0,,,,,,,,
,,,,,,,moralizing_31,82.40696376468658,0.0,1.0,90.98670187664906,0.0,1.0,99.99897445173536,0.0,1.0,,,,,,,,
,,,,,,,moralizing_32,70.6971883625447,0.0,1.0,99.93962987872008,0.0,1.0,99.99999999825057,0.0,1.0,,,,,,,,
,,,,,,,moralizing_33,15.45659331677222,0.0,1.0,94.61168866454331,0.0,1.0,99.99999568597559,0.0,1.0,,,,,,,,
