metric,level,mean,std,count,min,max,question_id,concept_score_raw_mean,concept_score_raw_std,concept_score_raw_count,coherence_raw_mean,coherence_raw_std,coherence_raw_count,model,concept,coef,layer,steering_type,steering_direction,n_per_question,total_samples
concept_score_raw,overall,40.263180347392336,23.918339182216293,100.0,0.0017553643112843595,85.93581050784897,,,,,,,,,,,,,,,
coherence_raw,overall,95.03490552311534,3.425900493627225,100.0,86.91266986333443,99.99957276473135,,,,,,,,,,,,,,,
,,,,,,,humorous_0,33.38713924278912,0.0,1.0,94.69065014411296,0.0,1.0,,,,,,,,
,,,,,,,humorous_1,54.71390100541195,0.0,1.0,94.80797213376235,0.0,1.0,,,,,,,,
,,,,,,,humorous_2,31.56890668207929,0.0,1.0,99.87071610857882,0.0,1.0,,,,,,,,
,,,,,,,humorous_3,74.418119624833,0.0,1.0,98.03929731958986,0.0,1.0,,,,,,,,
,,,,,,,humorous_4,19.561343083537125,0.0,1.0,96.01808361628505,0.0,1.0,,,,,,,,
,,,,,,,humorous_5,83.07987310692546,0.0,1.0,96.82549611853791,0.0,1.0,,,,,,,,
,,,,,,,humorous_6,21.415770220127087,0.0,1.0,99.8872951870851,0.0,1.0,,,,,,,,
,,,,,,,humorous_7,20.43177179487908,0.0,1.0,90.45547461812548,0.0,1.0,,,,,,,,
,,,,,,,humorous_8,10.59620015460361,0.0,1.0,94.92808002483577,0.0,1.0,,,,,,,,
,,,,,,,humorous_9,70.30038480531984,0.0,1.0,99.7591966787572,0.0,1.0,,,,,,,,
,,,,,,,humorous_10,47.122771694040146,0.0,1.0,95.01641816793304,0.0,1.0,,,,,,,,
,,,,,,,humorous_11,36.392921819285235,0.0,1.0,94.24034484787919,0.0,1.0,,,,,,,,
,,,,,,,humorous_12,23.99678387294888,0.0,1.0,99.97625748769542,0.0,1.0,,,,,,,,
,,,,,,,humorous_13,85.93581050784897,0.0,1.0,98.10315992958694,0.0,1.0,,,,,,,,
,,,,,,,humorous_14,39.35690770321266,0.0,1.0,90.61905531217135,0.0,1.0,,,,,,,,
,,,,,,,humorous_15,74.29799138649079,0.0,1.0,99.98570875590713,0.0,1.0,,,,,,,,
,,,,,,,humorous_16,13.804407686379653,0.0,1.0,90.9809146007049,0.0,1.0,,,,,,,,
,,,,,,,humorous_17,28.115558022160872,0.0,1.0,96.6345151837723,0.0,1.0,,,,,,,,
,,,,,,,humorous_18,38.29703992153406,0.0,1.0,92.47017471995763,0.0,1.0,,,,,,,,
,,,,,,,humorous_19,36.63714190343509,0.0,1.0,89.55595044461481,0.0,1.0,,,,,,,,
,,,,,,,humorous_20,36.53255760969455,0.0,1.0,94.39935129160276,0.0,1.0,,,,,,,,
,,,,,,,humorous_21,75.38487299674723,0.0,1.0,94.83481647559913,0.0,1.0,,,,,,,,
,,,,,,,humorous_22,14.72497358678245,0.0,1.0,99.61880108873967,0.0,1.0,,,,,,,,
,,,,,,,humorous_23,18.44213051547194,0.0,1.0,90.73192639688413,0.0,1.0,,,,,,,,
,,,,,,,humorous_24,22.46212887666823,0.0,1.0,93.37498317155712,0.0,1.0,,,,,,,,
,,,,,,,humorous_25,35.438857582081674,0.0,1.0,93.07368694400355,0.0,1.0,,,,,,,,
,,,,,,,humorous_26,66.04127578039015,0.0,1.0,94.40116656375146,0.0,1.0,,,,,,,,
,,,,,,,humorous_27,5.160029451084079,0.0,1.0,99.91821653005184,0.0,1.0,,,,,,,,
,,,,,,,humorous_28,72.19551748026093,0.0,1.0,98.92533573783244,0.0,1.0,,,,,,,,
,,,,,,,humorous_29,75.2637413476897,0.0,1.0,94.66282418384354,0.0,1.0,,,,,,,,
,,,,,,,humorous_30,19.29113610872883,0.0,1.0,94.51640325674875,0.0,1.0,,,,,,,,
,,,,,,,humorous_31,13.446968495355396,0.0,1.0,94.99398405372874,0.0,1.0,,,,,,,,
,,,,,,,humorous_32,14.816375777482971,0.0,1.0,95.316795471102,0.0,1.0,,,,,,,,
,,,,,,,humorous_33,83.16005156304085,0.0,1.0,90.44468526150334,0.0,1.0,,,,,,,,
,,,,,,,humorous_34,70.33114548512835,0.0,1.0,93.36170314593762,0.0,1.0,,,,,,,,
,,,,,,,humorous_35,68.05932882303323,0.0,1.0,90.08149629182182,0.0,1.0,,,,,,,,
,,,,,,,humorous_36,29.555306097490874,0.0,1.0,94.61828203388511,0.0,1.0,,,,,,,,
,,,,,,,humorous_37,19.839865573062816,0.0,1.0,99.63051177448817,0.0,1.0,,,,,,,,
,,,,,,,humorous_38,83.93353274622883,0.0,1.0,94.96020764631874,0.0,1.0,,,,,,,,
,,,,,,,humorous_39,33.6369294206468,0.0,1.0,92.73025767213753,0.0,1.0,,,,,,,,
,,,,,,,humorous_40,20.154516730609128,0.0,1.0,98.0956103289708,0.0,1.0,,,,,,,,
,,,,,,,humorous_41,29.583292237425166,0.0,1.0,97.60517150726155,0.0,1.0,,,,,,,,
,,,,,,,humorous_42,72.8386014313305,0.0,1.0,89.01862262207675,0.0,1.0,,,,,,,,
,,,,,,,humorous_43,12.099665147430489,0.0,1.0,94.7819647368094,0.0,1.0,,,,,,,,
,,,,,,,humorous_44,28.835551405322168,0.0,1.0,90.98519670442673,0.0,1.0,,,,,,,,
